ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-04-24T02:24:00.000000000Z,33,1,42009338,185.550000000,185.550000000,185.550000000,185.550000000,1,NQM5-NQU5
2025-04-24T06:31:00.000000000Z,33,1,42009338,185.050000000,185.050000000,184.550000000,184.550000000,5,NQM5-NQU5
2025-04-24T07:05:00.000000000Z,33,1,42009338,184.550000000,184.550000000,184.550000000,184.550000000,1,NQM5-NQU5
2025-04-24T07:45:00.000000000Z,33,1,42009338,185.000000000,185.000000000,185.000000000,185.000000000,1,NQM5-NQU5
2025-04-24T07:53:00.000000000Z,33,1,42009338,184.100000000,184.100000000,184.100000000,184.100000000,3,NQM5-NQU5
2025-04-24T08:09:00.000000000Z,33,1,42009338,184.000000000,184.000000000,183.100000000,183.100000000,7,NQM5-NQU5
2025-04-24T10:58:00.000000000Z,33,1,42009338,182.850000000,182.850000000,182.850000000,182.850000000,1,NQM5-NQU5
2025-04-24T11:36:00.000000000Z,33,1,42009338,183.700000000,183.700000000,183.700000000,183.700000000,1,NQM5-NQU5
2025-04-24T11:37:00.000000000Z,33,1,42009338,183.700000000,183.700000000,183.700000000,183.700000000,1,NQM5-NQU5
2025-04-24T11:39:00.000000000Z,33,1,42009338,183.700000000,184.500000000,183.700000000,184.500000000,6,NQM5-NQU5
2025-04-24T12:16:00.000000000Z,33,1,42009338,184.000000000,184.000000000,184.000000000,184.000000000,1,NQM5-NQU5
2025-04-24T12:28:00.000000000Z,33,1,42009338,183.900000000,183.900000000,183.750000000,183.750000000,7,NQM5-NQU5
2025-04-24T12:30:00.000000000Z,33,1,42009338,184.100000000,184.100000000,184.100000000,184.100000000,1,NQM5-NQU5
2025-04-24T12:39:00.000000000Z,33,1,42009338,184.500000000,184.500000000,184.500000000,184.500000000,2,NQM5-NQU5
2025-04-24T12:40:00.000000000Z,33,1,42009338,184.500000000,184.500000000,184.500000000,184.500000000,1,NQM5-NQU5
2025-04-24T12:49:00.000000000Z,33,1,42009338,184.250000000,184.250000000,184.100000000,184.100000000,2,NQM5-NQU5
2025-04-24T12:50:00.000000000Z,33,1,42009338,184.100000000,184.100000000,184.100000000,184.100000000,3,NQM5-NQU5
2025-04-24T13:34:00.000000000Z,33,1,42009338,182.550000000,182.550000000,182.550000000,182.550000000,1,NQM5-NQU5
2025-04-24T13:40:00.000000000Z,33,1,42009338,182.550000000,182.550000000,182.550000000,182.550000000,1,NQM5-NQU5
2025-04-24T13:41:00.000000000Z,33,1,42009338,182.550000000,182.550000000,182.550000000,182.550000000,1,NQM5-NQU5
2025-04-24T13:43:00.000000000Z,33,1,42009338,183.800000000,183.800000000,183.250000000,183.250000000,2,NQM5-NQU5
2025-04-24T13:44:00.000000000Z,33,1,42009338,183.750000000,183.750000000,183.750000000,183.750000000,2,NQM5-NQU5
2025-04-24T13:46:00.000000000Z,33,1,42009338,183.000000000,183.000000000,183.000000000,183.000000000,3,NQM5-NQU5
2025-04-24T13:58:00.000000000Z,33,1,42009338,182.900000000,183.950000000,182.900000000,183.950000000,4,NQM5-NQU5
2025-04-24T13:59:00.000000000Z,33,1,42009338,183.150000000,183.150000000,183.150000000,183.150000000,1,NQM5-NQU5
2025-04-24T14:01:00.000000000Z,33,1,42009338,182.700000000,182.700000000,182.700000000,182.700000000,1,NQM5-NQU5
2025-04-24T14:02:00.000000000Z,33,1,42009338,183.300000000,183.300000000,183.300000000,183.300000000,1,NQM5-NQU5
2025-04-24T14:03:00.000000000Z,33,1,42009338,183.300000000,183.300000000,183.300000000,183.300000000,1,NQM5-NQU5
2025-04-24T14:04:00.000000000Z,33,1,42009338,183.300000000,183.300000000,183.300000000,183.300000000,1,NQM5-NQU5
2025-04-24T14:06:00.000000000Z,33,1,42009338,183.350000000,183.350000000,183.350000000,183.350000000,1,NQM5-NQU5
2025-04-24T14:07:00.000000000Z,33,1,42009338,183.350000000,183.350000000,183.350000000,183.350000000,1,NQM5-NQU5
2025-04-24T14:08:00.000000000Z,33,1,42009338,183.750000000,183.750000000,183.750000000,183.750000000,2,NQM5-NQU5
2025-04-24T14:13:00.000000000Z,33,1,42009338,183.750000000,183.750000000,183.750000000,183.750000000,2,NQM5-NQU5
2025-04-24T14:14:00.000000000Z,33,1,42009338,183.750000000,183.750000000,183.750000000,183.750000000,3,NQM5-NQU5
2025-04-24T14:22:00.000000000Z,33,1,42009338,184.500000000,184.500000000,184.500000000,184.500000000,2,NQM5-NQU5
2025-04-24T14:23:00.000000000Z,33,1,42009338,184.200000000,184.500000000,184.200000000,184.500000000,2,NQM5-NQU5
2025-04-24T14:28:00.000000000Z,33,1,42009338,184.300000000,184.300000000,184.300000000,184.300000000,1,NQM5-NQU5
2025-04-24T14:29:00.000000000Z,33,1,42009338,184.300000000,184.300000000,184.300000000,184.300000000,1,NQM5-NQU5
2025-04-24T14:32:00.000000000Z,33,1,42009338,184.400000000,184.400000000,184.400000000,184.400000000,1,NQM5-NQU5
2025-04-24T14:36:00.000000000Z,33,1,42009338,184.850000000,184.850000000,184.850000000,184.850000000,1,NQM5-NQU5
2025-04-24T14:38:00.000000000Z,33,1,42009338,185.550000000,185.550000000,185.550000000,185.550000000,3,NQM5-NQU5
2025-04-24T14:42:00.000000000Z,33,1,42009338,185.450000000,185.450000000,185.100000000,185.100000000,2,NQM5-NQU5
2025-04-24T14:43:00.000000000Z,33,1,42009338,185.700000000,185.700000000,185.700000000,185.700000000,1,NQM5-NQU5
2025-04-24T14:44:00.000000000Z,33,1,42009338,184.800000000,184.800000000,184.800000000,184.800000000,1,NQM5-NQU5
2025-04-24T14:57:00.000000000Z,33,1,42009338,185.200000000,185.200000000,185.200000000,185.200000000,1,NQM5-NQU5
2025-04-24T15:05:00.000000000Z,33,1,42009338,184.500000000,184.500000000,184.500000000,184.500000000,1,NQM5-NQU5
2025-04-24T15:09:00.000000000Z,33,1,42009338,185.200000000,185.200000000,185.200000000,185.200000000,1,NQM5-NQU5
2025-04-24T15:11:00.000000000Z,33,1,42009338,185.200000000,185.200000000,185.200000000,185.200000000,2,NQM5-NQU5
2025-04-24T15:12:00.000000000Z,33,1,42009338,185.050000000,185.050000000,185.050000000,185.050000000,1,NQM5-NQU5
2025-04-24T15:59:00.000000000Z,33,1,42009338,185.250000000,185.250000000,185.250000000,185.250000000,2,NQM5-NQU5
2025-04-24T16:00:00.000000000Z,33,1,42009338,185.750000000,185.750000000,185.450000000,185.450000000,3,NQM5-NQU5
2025-04-24T16:02:00.000000000Z,33,1,42009338,185.950000000,185.950000000,185.950000000,185.950000000,1,NQM5-NQU5
2025-04-24T16:10:00.000000000Z,33,1,42009338,185.400000000,185.400000000,185.400000000,185.400000000,1,NQM5-NQU5
2025-04-24T16:20:00.000000000Z,33,1,42009338,186.550000000,186.550000000,186.550000000,186.550000000,1,NQM5-NQU5
2025-04-24T16:21:00.000000000Z,33,1,42009338,186.600000000,186.750000000,186.600000000,186.750000000,3,NQM5-NQU5
2025-04-24T16:22:00.000000000Z,33,1,42009338,186.450000000,186.450000000,186.450000000,186.450000000,1,NQM5-NQU5
2025-04-24T16:28:00.000000000Z,33,1,42009338,185.500000000,186.950000000,185.500000000,186.950000000,4,NQM5-NQU5
2025-04-24T16:36:00.000000000Z,33,1,42009338,185.750000000,185.750000000,185.750000000,185.750000000,1,NQM5-NQU5
2025-04-24T16:37:00.000000000Z,33,1,42009338,185.950000000,185.950000000,185.950000000,185.950000000,2,NQM5-NQU5
2025-04-24T16:38:00.000000000Z,33,1,42009338,186.100000000,186.100000000,186.100000000,186.100000000,7,NQM5-NQU5
2025-04-24T16:50:00.000000000Z,33,1,42009338,186.750000000,186.750000000,186.750000000,186.750000000,1,NQM5-NQU5
2025-04-24T17:33:00.000000000Z,33,1,42009338,186.600000000,186.600000000,186.600000000,186.600000000,5,NQM5-NQU5
2025-04-24T18:39:00.000000000Z,33,1,42009338,187.050000000,187.050000000,187.050000000,187.050000000,1,NQM5-NQU5
2025-04-24T18:40:00.000000000Z,33,1,42009338,187.050000000,187.050000000,187.050000000,187.050000000,1,NQM5-NQU5
2025-04-24T18:44:00.000000000Z,33,1,42009338,187.950000000,187.950000000,187.950000000,187.950000000,1,NQM5-NQU5
2025-04-24T18:58:00.000000000Z,33,1,42009338,188.400000000,188.400000000,188.400000000,188.400000000,5,NQM5-NQU5
2025-04-24T18:59:00.000000000Z,33,1,42009338,188.450000000,188.450000000,188.450000000,188.450000000,1,NQM5-NQU5
2025-04-24T19:00:00.000000000Z,33,1,42009338,188.250000000,188.250000000,188.250000000,188.250000000,1,NQM5-NQU5
2025-04-24T19:02:00.000000000Z,33,1,42009338,188.500000000,188.500000000,188.500000000,188.500000000,1,NQM5-NQU5
2025-04-24T19:03:00.000000000Z,33,1,42009338,188.650000000,188.650000000,188.650000000,188.650000000,1,NQM5-NQU5
2025-04-24T19:04:00.000000000Z,33,1,42009338,188.250000000,188.250000000,188.100000000,188.100000000,21,NQM5-NQU5
2025-04-24T19:37:00.000000000Z,33,1,42009338,187.500000000,187.650000000,187.500000000,187.650000000,2,NQM5-NQU5
2025-04-24T19:49:00.000000000Z,33,1,42009338,188.400000000,188.400000000,188.400000000,188.400000000,2,NQM5-NQU5
2025-04-24T19:50:00.000000000Z,33,1,42009338,188.000000000,188.000000000,188.000000000,188.000000000,1,NQM5-NQU5
2025-04-24T19:52:00.000000000Z,33,1,42009338,188.950000000,188.950000000,188.950000000,188.950000000,2,NQM5-NQU5
2025-04-24T20:01:00.000000000Z,33,1,42009338,188.650000000,188.650000000,188.250000000,188.250000000,3,NQM5-NQU5
2025-04-24T20:02:00.000000000Z,33,1,42009338,189.400000000,189.400000000,189.400000000,189.400000000,1,NQM5-NQU5
2025-04-24T20:03:00.000000000Z,33,1,42009338,188.300000000,188.650000000,188.300000000,188.650000000,2,NQM5-NQU5
2025-04-24T20:04:00.000000000Z,33,1,42009338,188.200000000,188.200000000,187.650000000,187.650000000,9,NQM5-NQU5
2025-04-24T20:14:00.000000000Z,33,1,42009338,187.300000000,187.300000000,187.300000000,187.300000000,1,NQM5-NQU5
2025-04-24T20:25:00.000000000Z,33,1,42009338,187.800000000,187.800000000,187.800000000,187.800000000,1,NQM5-NQU5
2025-04-24T20:46:00.000000000Z,33,1,42009338,187.250000000,187.250000000,187.250000000,187.250000000,2,NQM5-NQU5
2025-04-24T20:53:00.000000000Z,33,1,42009338,187.000000000,187.000000000,187.000000000,187.000000000,1,NQM5-NQU5
2025-04-24T20:58:00.000000000Z,33,1,42009338,187.000000000,187.000000000,187.000000000,187.000000000,1,NQM5-NQU5
2025-04-24T23:39:00.000000000Z,33,1,42009338,188.750000000,188.750000000,188.750000000,188.750000000,1,NQM5-NQU5

